Nama File,Kualitas,Deskripsi,Energi,MFCC[0],MFCC[1],MFCC[2],MFCC[3],MFCC[4],MFCC[5],MFCC[6],MFCC[7],MFCC[8],MFCC[9]
WhatsApp Ptt 2025-06-19 at 9.01.49 PM.wav,🟩 Bagus,"Suara jernih, stabil, dan minim noise.",0.04925,-346.316,152.455,-15.882,20.092,-14.829,10.642,-4.367,-7.044,-17.274,-12.913
